x,y,out003_land_imperviousness_density_change_2024pr,out009_tree_cover_density_2024pr,out010_tree_cover_density_change_2024pr,out011_grassland_2024pr,out012_grassland_change_2024pr,out017_land_use_and_cover_nature_2k_2024pr,out040_plant_phenology_index_total_productivity_2024pr,out057_temperature_avg_absolute_change_2024pr_rcp85,out058_potential_evapotranspiration_relative_change_2024pr_rcp85,out059_precipitation_cum_relative_change_2024pr_rcp85,out065_number_species_cum_all_2024pr,out147_land_use_and_cover_change_2024pr,reconstruction_log_probability,percentile
10.26675,43.91475,-0.037001044,-0.746398608,0,1,-1,0,-0.213644746,0.281235593,1.297500908,-1.456342236,-0.610735364,0,-6.000311852,"0p-25p"
10.26575,43.91425,-0.037001044,-0.746398608,0,1,-1,0,-1.460879296,0.281235593,1.297500908,-1.456342236,-0.505406804,0,-5.732205868,"0p-25p"
10.26625,43.91425,-0.037001044,-0.746398608,0,1,-1,0,0.007927007,0.281235593,1.297500908,-1.456342236,-0.505406804,0,-6.004994392,"0p-25p"
10.27125,43.91425,-0.037001044,-0.746398608,0,1,-1,0,1.107923509,0.281235593,1.297500908,-1.456342236,-0.821392485,0,-6.201794624,"0p-25p"
10.26525,43.91375,-0.037001044,-0.746398608,0,1,-1,0,-0.879074745,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.905399799,"0p-25p"
10.26575,43.91375,-0.037001044,-0.746398608,0,1,-1,0,-0.460232666,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.812503338,"0p-25p"
10.27025,43.91375,-0.037001044,-0.746398608,0,1,-1,0,-0.702532056,0.281235593,1.297500908,-1.456342236,-0.821392485,0,-5.920125008,"0p-25p"
10.27125,43.91375,-0.037001044,-0.746398608,0,1,-1,0,0.148732261,0.281235593,1.297500908,-1.456342236,-0.821392485,0,-6.173535347,"0p-25p"
10.26475,43.91325,-0.037001044,-0.746398608,0,1,0,0,1.410976445,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.159918308,"0p-25p"
10.26875,43.91325,-0.037001044,-0.746398608,0,1,0,0,1.182257215,0.281235593,1.297500908,-1.456342236,-0.610735364,0,-6.279362679,"0p-25p"
10.26925,43.91325,-0.037001044,-0.746398608,0,1,-1,0,2.455937513,0.281235593,1.297500908,-1.456342236,-0.610735364,0,-6.305544853,"0p-25p"
10.26975,43.91325,-0.037001044,-0.746398608,0,1,-1,0,0.376022018,0.281235593,1.297500908,-1.456342236,-0.716063925,0,-6.071600437,"0p-25p"
10.27075,43.91325,-0.037001044,-0.746398608,0,1,0,0,-1.308638064,0.281235593,1.297500908,-1.456342236,-0.821392485,0,-5.681089878,"0p-25p"
10.26425,43.91275,-0.037001044,-0.746398608,0,1,1,0,0.257373874,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.995435238,"0p-25p"
10.26475,43.91275,-0.037001044,-0.746398608,0,1,0,0,1.099346669,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.244533062,"0p-25p"
10.26525,43.91275,-0.037001044,-0.746398608,0,1,0,0,1.329495263,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.138913631,"0p-25p"
10.26575,43.91275,-0.037001044,-0.746398608,0,1,0,0,-0.692525634,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-5.858346939,"0p-25p"
10.26625,43.91275,-0.037001044,-0.746398608,0,1,0,0,-0.294411246,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.907253742,"0p-25p"
10.26675,43.91275,-0.037001044,-0.746398608,0,1,0,0,-0.551005698,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.774555206,"0p-25p"
10.26725,43.91275,-0.037001044,-0.746398608,0,1,-1,0,-0.318712621,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.903236389,"0p-25p"
10.26925,43.91275,-0.037001044,-0.746398608,0,1,0,0,0.434631408,0.281235593,1.297500908,-1.456342236,-0.558071084,0,-6.270805359,"0p-25p"
10.26425,43.91225,-0.037001044,-0.746398608,0,1,0,0,1.169391846,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.211401463,"0p-25p"
10.26525,43.91225,-0.037001044,-0.746398608,0,1,0,0,2.706099171,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.420354843,"0p-25p"
10.26625,43.91225,-0.037001044,-0.746398608,0,1,-1,0,-0.965559192,0.281235593,1.297500908,-1.456342236,-0.294749683,0,-5.709187508,"0p-25p"
10.26725,43.91225,-0.037001044,-0.746398608,0,1,-1,0,0.599023354,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-6.046935558,"0p-25p"
10.26775,43.91225,-0.037001044,-0.746398608,0,1,0,0,-0.731836751,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.979655266,"0p-25p"
10.26875,43.91225,-0.037001044,-0.746398608,0,1,1,0,-0.577451228,0.281235593,1.297500908,-1.456342236,-0.505406804,0,-5.84718132,"0p-25p"
10.26925,43.91225,-0.037001044,-0.746398608,0,1,0,0,-0.533136899,0.281235593,1.297500908,-1.456342236,-0.505406804,0,-5.983216763,"0p-25p"
10.26975,43.91225,-0.037001044,-0.746398608,0,1,0,0,0.621895146,0.281235593,1.297500908,-1.456342236,-0.558071084,0,-6.088908672,"0p-25p"
10.26375,43.91175,-0.037001044,-0.746398608,0,1,0,0,0.977839578,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.095179081,"0p-25p"
10.26425,43.91175,-0.037001044,-0.746398608,0,1,0,0,0.417477291,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.959073067,"0p-25p"
10.26475,43.91175,-0.037001044,1.067111609,0,1,0,0,2.653207675,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-7.318651199,"0p-25p"
10.26725,43.91175,-0.037001044,-0.746398608,0,1,0,0,0.28739336,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.034748077,"0p-25p"
10.26875,43.91175,-0.037001044,-0.746398608,0,1,1,0,-0.643208093,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.951597214,"0p-25p"
10.26975,43.91175,-0.037001044,-0.746398608,0,1,0,0,-1.037033952,0.281235593,1.297500908,-1.456342236,-0.505406804,0,-5.771915913,"0p-25p"
10.27025,43.91175,-0.037001044,-0.746398608,0,1,-1,0,-0.794734561,0.281235593,1.297500908,-1.456342236,-0.505406804,0,-5.856343269,"0p-25p"
10.26325,43.91125,-0.037001044,-0.746398608,0,1,0,0,0.689081376,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.954409122,"0p-25p"
10.26375,43.91125,-0.037001044,-0.746398608,0,1,0,0,1.16224437,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.239096165,"0p-25p"
10.26425,43.91125,-0.037001044,-0.746398608,0,1,0,0,-0.020662896,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.965083599,"0p-25p"
10.26475,43.91125,-0.037001044,-0.746398608,0,1,0,0,0.93352514,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.063108444,"0p-25p"
10.26525,43.91125,-0.037001044,-0.746398608,0,1,0,0,1.675433055,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.234289646,"0p-25p"
10.26575,43.91125,-0.037001044,-0.746398608,0,1,0,0,0.664780002,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.048429012,"0p-25p"
10.26625,43.91125,-0.037001044,-0.746398608,0,1,0,0,0.230213552,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.118643761,"0p-25p"
10.26725,43.91125,-0.037001044,-0.746398608,0,1,-1,0,-0.844766893,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.837774277,"0p-25p"
10.26775,43.91125,-0.037001044,-0.746398608,0,1,0,0,-0.027095581,0.281235593,1.297500908,-1.456342236,-0.294749683,0,-6.008108616,"0p-25p"
10.26425,43.91075,-0.037001044,-0.746398608,0,1,0,0,-0.21936264,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.949308395,"0p-25p"
10.26525,43.91075,-0.037001044,-0.746398608,0,1,0,0,-0.091422864,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.926712036,"0p-25p"
10.26575,43.91075,-0.037001044,1.013773073,0,1,0,0,0.498958691,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-7.055609703,"0p-25p"
10.26625,43.91075,-0.037001044,-0.746398608,0,1,-1,0,1.309482418,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.239546776,"0p-25p"
10.26825,43.91075,-0.037001044,-0.746398608,0,1,-1,0,0.4575032,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.061487198,"0p-25p"
10.26925,43.91075,-0.037001044,-0.746398608,0,1,0,0,1.576797974,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.236551762,"0p-25p"
10.26975,43.91075,-0.037001044,-0.746398608,0,1,0,0,0.781998563,0.281235593,1.297500908,-1.456342236,-0.400078243,0,-6.183416367,"0p-25p"
10.27075,43.91075,-0.037001044,-0.746398608,0,1,-1,0,1.336642739,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-6.286453724,"0p-25p"
10.27125,43.91075,-0.037001044,-0.746398608,0,1,-1,0,0.418906873,0.281235593,1.297500908,-1.456342236,-0.558071084,0,-5.950461864,"0p-25p"
10.26325,43.91025,-0.037001044,-0.746398608,0,1,0,0,-0.337296102,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.759591579,"0p-25p"
10.26375,43.91025,-0.037001044,-0.746398608,0,1,0,0,-0.006367944,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.034134388,"0p-25p"
10.26525,43.91025,-0.037001044,-0.746398608,0,1,0,0,-0.144314252,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.926140308,"0p-25p"
10.26575,43.91025,-0.037001044,-0.746398608,0,1,-1,0,0.633331151,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.077828884,"0p-25p"
10.26725,43.91025,-0.037001044,-0.746398608,0,1,0,0,-0.513123944,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.784051895,"0p-25p"
10.26825,43.91025,-0.037001044,-0.746398608,0,1,-1,0,0.183040168,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.0373106,"0p-25p"
10.26875,43.91025,-0.037001044,-0.746398608,0,1,-1,0,1.192978647,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.056337833,"0p-25p"
10.26975,43.91025,-0.037001044,-0.746398608,0,1,0,0,2.353013685,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.655319214,"0p-25p"
10.27025,43.91025,-0.037001044,-0.746398608,0,1,0,0,-0.321571677,0.281235593,1.297500908,-1.456342236,-0.400078243,0,-6.05862236,"0p-25p"
10.26325,43.90975,-0.037001044,-0.746398608,0,1,0,0,1.046455173,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.260472298,"0p-25p"
10.26425,43.90975,-0.037001044,-0.746398608,0,1,-1,0,0.025795697,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.736375809,"0p-25p"
10.26525,43.90975,-0.037001044,-0.746398608,0,1,-1,0,0.088693507,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.019247055,"0p-25p"
10.26575,43.90975,-0.037001044,-0.746398608,0,1,-1,0,1.09505814,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.063261509,"0p-25p"
10.26725,43.90975,-0.037001044,-0.746398608,0,1,0,0,2.109999504,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.227750778,"0p-25p"
10.26775,43.90975,-0.037001044,-0.746398608,0,1,0,0,0.567574285,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.974778175,"0p-25p"
10.26825,43.90975,-0.037001044,-0.746398608,0,1,-1,0,1.077904241,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.170204639,"0p-25p"
10.26875,43.90975,-0.037001044,-0.746398608,0,1,-1,0,-0.13430772,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.874010086,"0p-25p"
10.26975,43.90975,-0.037001044,-0.746398608,0,1,0,0,-0.890510695,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.776061058,"0p-25p"
10.26325,43.90925,-0.037001044,-0.746398608,0,1,0,0,0.904220445,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.179169655,"0p-25p"
10.26375,43.90925,-0.037001044,-0.746398608,0,1,0,0,1.249443664,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.260169506,"0p-25p"
10.26475,43.90925,-0.037001044,-0.746398608,0,1,0,0,-0.07641323,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.923960209,"0p-25p"
10.26525,43.90925,-0.037001044,-0.746398608,0,1,-1,0,0.228069179,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.067599773,"0p-25p"
10.26575,43.90925,-0.037001044,-0.746398608,0,1,-1,0,0.225925023,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.949004173,"0p-25p"
10.26725,43.90925,-0.037001044,-0.746398608,0,1,0,0,-0.240090386,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.975917339,"0p-25p"
10.26775,43.90925,-0.037001044,-0.746398608,0,1,0,0,-0.777580608,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.833878517,"0p-25p"
10.26825,43.90925,-0.037001044,-0.746398608,0,1,-1,0,0.123001414,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.005579948,"0p-25p"
10.26925,43.90925,-0.037001044,-0.746398608,0,1,0,0,-0.702532056,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.831727505,"0p-25p"
10.26975,43.90925,-0.037001044,-0.746398608,0,1,1,0,-0.861920791,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.809303284,"0p-25p"
10.27225,43.90925,-0.037001044,-0.746398608,0,1,0,0,-0.663220939,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-5.806092739,"0p-25p"
10.26275,43.90875,-0.037001044,-0.746398608,0,1,0,0,3.164967213,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.572804451,"0p-25p"
10.26325,43.90875,-0.037001044,-0.746398608,0,1,0,0,3.043460122,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.669563293,"0p-25p"
10.26375,43.90875,-0.037001044,-0.746398608,0,1,0,0,0.737684343,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.048580647,"0p-25p"
10.26525,43.90875,-0.037001044,-0.746398608,0,1,-1,0,0.376022018,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.034188271,"0p-25p"
10.26625,43.90875,-0.037001044,-0.746398608,0,1,-1,0,0.085834451,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.910390377,"0p-25p"
10.26675,43.90875,-0.037001044,-0.746398608,0,1,-1,0,-0.381610431,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.816063404,"0p-25p"
10.26725,43.90875,-0.037001044,-0.746398608,0,1,0,0,-0.515983,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.82075119,"0p-25p"
10.26775,43.90875,-0.037001044,-0.746398608,0,1,0,0,3.114934881,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.437378407,"0p-25p"
10.26825,43.90875,-0.037001044,-0.746398608,0,1,0,0,0.158738793,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.842545509,"0p-25p"
10.26875,43.90875,-0.037001044,-0.746398608,0,1,0,0,-0.882648537,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.840940952,"0p-25p"
10.26925,43.90875,-0.037001044,-0.746398608,0,1,0,0,-0.07641323,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.916244984,"0p-25p"
10.27225,43.90875,-0.037001044,-0.746398608,0,1,0,0,1.08576629,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-6.223062992,"0p-25p"
10.27275,43.90875,-0.037001044,-0.746398608,0,1,0,0,0.366015595,0.281235593,1.297500908,-1.456342236,-0.400078243,0,-6.058932781,"0p-25p"
10.27325,43.90875,-0.037001044,-0.746398608,0,1,1,0,0.078686975,0.281235593,1.297500908,-1.456342236,-0.400078243,0,-6.050147057,"0p-25p"
10.26125,43.90825,-0.037001044,-0.746398608,0,1,0,0,1.581086503,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.338448524,"0p-25p"
10.26175,43.90825,-0.037001044,-0.746398608,0,1,0,0,1.469585835,0.281235593,1.297500908,-1.456342236,-0.294749683,0,-6.080661297,"0p-25p"
10.26225,43.90825,-0.037001044,-0.746398608,0,1,0,0,0.810588467,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.09309721,"0p-25p"
10.26275,43.90825,-0.037001044,-0.746398608,0,1,0,0,0.566144921,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.017776489,"0p-25p"
10.26375,43.90825,-0.037001044,1.333804288,0,0,-1,0,1.269456509,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.526132584,"0p-25p"
10.26625,43.90825,-0.037001044,-0.746398608,0,1,-1,0,-0.008512209,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.023728371,"0p-25p"
10.26675,43.90825,-0.037001044,-0.746398608,0,1,-1,0,1.276603985,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.190616131,"0p-25p"
10.26725,43.90825,-0.037001044,-0.746398608,0,1,0,0,0.0315137,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.056064606,"0p-25p"
10.26775,43.90825,-0.037001044,-0.746398608,0,1,0,0,-0.48882257,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.859440327,"0p-25p"
10.26825,43.90825,-0.037001044,-0.746398608,0,1,0,0,-0.428783816,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.796408176,"0p-25p"
10.26975,43.90825,-0.037001044,-0.746398608,0,1,0,0,-0.589602024,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.756285667,"0p-25p"
10.27025,43.90825,-0.037001044,-0.746398608,0,1,0,0,0.723389392,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.112597942,"0p-25p"
10.27225,43.90825,-0.037001044,-0.746398608,0,1,0,0,0.243078922,0.281235593,1.297500908,-1.456342236,-0.294749683,0,-5.94717741,"0p-25p"
10.27325,43.90825,-0.037001044,-0.746398608,0,1,0,0,0.012930219,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.014711857,"0p-25p"
10.27425,43.90825,-0.037001044,0.453718447,0,1,0,0,0.306691414,0.281235593,1.297500908,-1.456342236,-0.452742523,0,-6.684381008,"0p-25p"
10.26075,43.90775,-0.037001044,-0.746398608,0,1,0,0,1.069327183,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.181203365,"0p-25p"
10.26125,43.90775,-0.037001044,-0.746398608,0,1,0,0,1.541060594,0.281235593,1.297500908,-1.456342236,-0.084092562,0,-6.271090984,"0p-25p"
10.26175,43.90775,-0.037001044,-0.746398608,0,1,0,0,1.066468236,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.194922924,"0p-25p"
10.26225,43.90775,-0.037001044,-0.746398608,0,1,0,0,1.110782456,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.174427986,"0p-25p"
10.26275,43.90775,-0.037001044,-0.746398608,0,1,1,0,1.485310369,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.34682703,"0p-25p"
10.26325,43.90775,-0.037001044,-0.746398608,0,1,0,0,0.769133194,0.281235593,1.297500908,-1.456342236,-0.294749683,0,-6.18669939,"0p-25p"
10.26725,43.90775,-0.037001044,-0.746398608,0,1,0,0,2.410193493,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.444534302,"0p-25p"
10.26825,43.90775,-0.037001044,-0.746398608,0,1,0,0,0.273098408,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.013773918,"0p-25p"
10.26925,43.90775,-0.037001044,-0.746398608,0,1,0,0,0.276672146,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.987335205,"0p-25p"
10.26975,43.90775,-0.037001044,-0.746398608,0,1,1,0,1.752625925,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.335486889,"0p-25p"
10.27025,43.90775,-0.037001044,-0.746398608,0,1,0,0,0.446781986,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.088384628,"0p-25p"
10.27125,43.90775,-0.037001044,-0.746398608,0,1,-1,0,-0.570303752,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-5.832406044,"0p-25p"
10.27175,43.90775,-0.037001044,-0.746398608,0,1,-1,0,-0.317997939,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-5.888773441,"0p-25p"
10.27225,43.90775,-0.037001044,-0.746398608,0,1,-1,0,0.659062108,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.02349472,"0p-25p"
10.27275,43.90775,-0.037001044,-0.746398608,0,1,1,0,1.020724434,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-6.106896877,"0p-25p"
10.27325,43.90775,-0.037001044,-0.746398608,0,1,0,0,0.894928814,0.281235593,1.297500908,-1.456342236,-0.294749683,0,-6.132179737,"0p-25p"
10.27375,43.90775,-0.037001044,-0.746398608,0,1,0,0,1.569650498,0.281235593,1.297500908,-1.456342236,-0.347413963,0,-6.224349976,"0p-25p"
10.26075,43.90725,-0.037001044,-0.746398608,0,1,0,0,-0.012800629,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.91774416,"0p-25p"
10.26125,43.90725,-0.037001044,-0.746398608,0,1,0,0,0.123716096,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.002592087,"0p-25p"
10.26175,43.90725,-0.037001044,-0.746398608,0,1,0,0,0.297399783,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.992912769,"0p-25p"
10.26225,43.90725,-0.037001044,-0.746398608,0,1,0,0,1.80837615,0.281235593,1.297500908,-1.456342236,-0.084092562,0,-6.244670868,"0p-25p"
10.26275,43.90725,-0.037001044,-0.746398608,0,1,0,0,1.016435905,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-6.100972652,"0p-25p"
10.26525,43.90725,-0.037001044,-0.746398608,0,1,-1,0,0.185899114,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.949159622,"0p-25p"
10.26575,43.90725,-0.037001044,-0.746398608,0,1,0,0,0.143014259,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.933183193,"0p-25p"
10.26725,43.90725,-0.037001044,-0.746398608,0,1,0,0,-0.606041131,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.827607632,"0p-25p"
10.26825,43.90725,-0.037001044,-0.746398608,0,1,0,0,1.182257215,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-6.234207153,"0p-25p"
10.26925,43.90725,-0.037001044,-0.746398608,0,1,0,0,-0.480960303,0.281235593,1.297500908,-1.456342236,-0.136756842,0,-5.937259674,"0p-25p"
10.26975,43.90725,-0.037001044,-0.746398608,0,1,-1,0,-0.03138411,0.281235593,1.297500908,-1.456342236,-0.189421122,0,-5.868139744,"0p-25p"
10.27225,43.90725,-0.037001044,-0.746398608,0,1,0,0,-0.634631035,0.281235593,1.297500908,-1.456342236,-0.242085402,0,-5.815103531,"0p-25p"
